idBulan,metode,nama,instansi,lokasi,jenis,waktu,idMetode,id,pagu,idJenisPengadaan,satuanKerja,preprocessing,kategori_kmeans,kategori_lda
3,Tender,Rekonstruksi Talud Sungai Sapanang Desa Sapanang Kec. Binamu,Pemerintah Daerah Kabupaten Jeneponto,-,Pekerjaan Konstruksi,2020-03-01,13,22881737,1000000000,2,BADAN PENANGGULANGAN BENCANA DAERAH,rekonstruksi talud sungai sapanang desa sapanang kec binamu,17,10
2,Tender,PRESERVASI JALAN SP. SIAK SRI INDRAPURA - MENGKAPAN/BUTON,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Riau-Pekan Baru (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22745465,60000000000,0,PELAKSANAAN JALAN NASIONAL WILAYAH II PROVINSI RIAU,preservasi jalan sp siak sri indrapura mengkapan/buton,18,10
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Provinsi Sumatera Utara,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Utara-Medan (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742066,51945375000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI SUMATERA UTARA,rehabilitasi renovasi sarana prasarana sekolah provinsi sumatera utara,11,1
2,Tender,Rehab Gedung dan Penataan Halaman Kantor BBWS Serayu Opak,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DI Yogyakarta-Sleman (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22744745,2342000000,0,633863,rehab gedung penataan halaman kantor bbws serayu opak,15,2
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Jawa Timur 2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Timur-Surabaya (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742537,56625781000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA TIMUR,rehabilitasi renovasi sarana prasarana sekolah jawa timur 2,11,0
2,Seleksi,PENYUSUNAN PETUNJUK TEKNIS PENYELENGGARAAN SPAM,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22741799,2000000000,0,DIREKTORAT PENGEMBANGAN SISTEM PENYEDIAAN AIR MINUM,penyusunan petunjuk teknis penyelenggaraan spam,3,0
2,Seleksi,Paket 05 : Perencanaan Teknik Jembatan Gantung Provinsi Jawa Tengah,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Tengah-Magelang (Kab.), ","Jasa Konsultansi, ",2020-02-01,15,22741196,1448302000,0,PERENCANAAN DAN PENGAWASAN JALAN NASIONAL PROVINSI JAWA TENGAH,paket 05 perencanaan teknik jembatan gantung provinsi jawa tengah,13,2
2,Seleksi,Paket 06 : Perencanaan Teknik Jalan dan Jembatan Provinsi Jawa Tengah,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Tengah-Semarang (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22741198,2319276000,0,PERENCANAAN DAN PENGAWASAN JALAN NASIONAL PROVINSI JAWA TENGAH,paket 06 perencanaan teknik jalan jembatan provinsi jawa tengah,13,2
2,Seleksi,Paket 04 : Perencanaan Teknik Jembatan Provinsi Jawa Tengah,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Tengah-Semarang (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22741197,2143630000,0,PERENCANAAN DAN PENGAWASAN JALAN NASIONAL PROVINSI JAWA TENGAH,paket 04 perencanaan teknik jembatan provinsi jawa tengah,13,2
2,Tender,Pembangunan TPA Sidikalang Kabupaten Dairi,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Utara-Dairi (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742047,25752060000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI SUMATERA UTARA,pembangunan tpa sidikalang kabupaten dairi,1,1
2,Seleksi,Integrasi Data Perencanaan Pengembangan SPAM pada Informasi Geospasial,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22741813,1500000000,0,DIREKTORAT PENGEMBANGAN SISTEM PENYEDIAAN AIR MINUM,integrasi data perencanaan pengembangan spam informasi geospasial,0,1
2,Tender,Pembangunan Jaringan Perpipaan SPAM Mendukung KSPN Borobudur,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Tengah-Magelang (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742427,20000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH II PROVINSI JAWA TENGAH,pembangunan jaringan perpipaan spam mendukung kspn borobudur,16,0
2,Tender,Penataan Kawasan Gunung Kemukus Kabupaten Sragen,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Tengah-Sragen (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742455,18389250000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA TENGAH,penataan kawasan gunung kemukus kabupaten sragen,8,10
2,Seleksi,Paket 9 Pengawasan Pembangunan  Jembatan Gantung Cs,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DI Yogyakarta-Bantul (Kab.), ","Jasa Konsultansi, ",2020-02-01,15,22741206,876000000,0,PERENCANAAN DAN PENGAWASAN JALAN NASIONAL PROVINSI DI. JOGYAKARTA,paket 9 pengawasan pembangunan jembatan gantung cs,3,2
2,Tender,Optimalisasi SPAM Kec. Waru Kab. Pamekasan,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Timur-Surabaya (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742532,4500000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA TIMUR,optimalisasi spam kec waru kab pamekasan,12,10
2,Tender,Pembangunan Pasar Baru Kab. Mandailing Natal,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Utara-Mandailing Natal (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742072,98298348000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI SUMATERA UTARA,pembangunan pasar baru kab mandailing natal,9,0
2,Tender,Pembangunan Pasar Sibolga Nauli Kota Sibolga,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Utara-Sibolga (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742071,30724000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI SUMATERA UTARA,pembangunan pasar sibolga nauli kota sibolga,19,0
2,Tender,Rehab dan Renov Sarpras Sekolah Sumsel 10,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Musi Banyu Asin (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742245,10930300000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,rehab renov sarpras sekolah sumsel 10,15,10
2,Tender,Rehab dan Renov Sapras Madrasah Sumsel 1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Musi Rawas Utara (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742250,4117500000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,rehab renov sapras madrasah sumsel 1,15,10
2,Tender,Pembangunan Rumah Susun Pemkab Tanah Bumbu Lanjutan,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Kalimantan Selatan-Tanah Bumbu (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22745186,2500000000,0,SNVT PENYEDIAAN PERUMAHAN PROVINSI KALIMANTAN SELATAN,pembangunan rumah susun pemkab tanah bumbu lanjutan,6,0
2,Tender,Rehab dan Renov Sarpras Sekolah Sumsel 6,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Muara Enim (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742244,13175600000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,rehab renov sarpras sekolah sumsel 6,15,10
2,Seleksi,Supervisi Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Sumsel 5,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Musi Rawas Utara (Kab.), ","Jasa Konsultansi, ",2020-02-01,15,22742241,535498000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,supervisi rehabilitasi renovasi sarana prasarana sekolah sumsel 5,11,0
2,Tender,Rehab dan Renov Sapras Madrasah Sumsel 3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Lubuk Linggau (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742251,6321800000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,rehab renov sapras madrasah sumsel 3,15,10
2,Seleksi,Supervisi Konstruksi Rehab dan Renov Sapras Madrasah Sumsel 3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Lubuk Linggau (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22742246,325760000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,supervisi konstruksi rehab renov sapras madrasah sumsel 3,15,10
2,Seleksi,Supervisi Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Sumsel 10,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Musi Banyu Asin (Kab.), ","Jasa Konsultansi, ",2020-02-01,15,22742240,486402000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,supervisi rehabilitasi renovasi sarana prasarana sekolah sumsel 10,11,0
2,Tender,Rehab dan Renov Sapras Madrasah Sumsel 4,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Ogan Komering Ulu Selatan (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742252,8577235000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,rehab renov sapras madrasah sumsel 4,15,10
2,Seleksi,Supervisi Konstruksi Rehab dan Renov Sapras Madrasah Sumsel 1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Musi Rawas Utara (Kab.), ","Jasa Konsultansi, ",2020-02-01,15,22742248,237456000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,supervisi konstruksi rehab renov sapras madrasah sumsel 1,15,10
2,Tender,Rehab dan Renov Sapras Madrasah Sumsel 2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Ogan Komering Ulu (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742253,10937300000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,rehab renov sapras madrasah sumsel 2,15,10
2,Seleksi,Supervisi Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Sumsel 6,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Muara Enim (Kab.), ","Jasa Konsultansi, ",2020-02-01,15,22742242,535498000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,supervisi rehabilitasi renovasi sarana prasarana sekolah sumsel 6,11,0
2,Seleksi,Supervisi Konstruksi Rehab dan Renov Sapras Madrasah Sumsel 2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Ogan Komering Ulu Selatan (Kab.), ","Jasa Konsultansi, ",2020-02-01,15,22742247,486402000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,supervisi konstruksi rehab renov sapras madrasah sumsel 2,15,10
2,Seleksi,Supervisi Konstruksi Rehab dan Renov Sapras Madrasah Sumsel 4,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Ogan Komering Ulu Selatan (Kab.), ","Jasa Konsultansi, ",2020-02-01,15,22742249,406706000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,supervisi konstruksi rehab renov sapras madrasah sumsel 4,15,10
2,Tender,Rehab dan Renov Sarpras Sekolah Sumsel 5,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Sumatera Selatan-Musi Rawas Utara (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742243,13175600000,0,PELAKSANAAN PRASARANA PERMUKIMAN PROVINSI SUMATERA SELATAN,rehab renov sarpras sekolah sumsel 5,15,10
2,Tender,Rehabilitasi dan Renovasi Sarana dan Prasarana Sekolah Jawa Timur 1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Timur-Surabaya (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742563,56651185000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH II PROVINSI JAWA TIMUR,rehabilitasi renovasi sarana prasarana sekolah jawa timur 1,11,0
2,Seleksi,Supervisi Rehabilitasi dan Renovasi Sarana dan Prasarana Madrasah,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Timur-Surabaya (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22742564,671762000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH II PROVINSI JAWA TIMUR,supervisi rehabilitasi renovasi sarana prasarana madrasah,11,0
2,Seleksi,Pemantauan Kelembagaan dan Alternatif Pembiayaan SPAM Provinsi Jawa Tengah,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Tengah-Semarang (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22741950,1100000000,0,BALAI PRASARANA PERMUKIMAN WILAYAH JAWA TENGAH,pemantauan kelembagaan alternatif pembiayaan spam provinsi jawa tengah,2,1
2,Tender,Pengembangan Jaringan Air Baku Paguyaman Pantai,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Gorontalo-Gorontalo (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22744369,6834863000,0,SNVT PELAKSANAAN  JARINGAN PEMANFAATAN AIR  SULAWESI II PROVINSI GORONTALO,pengembangan jaringan air baku paguyaman pantai,1,0
2,Tender,"Perumusan Program Prioritas Pembangunan Infrastruktur PUPR Mendukung Kawasan Prioritas di Wilayah Sumatera, Jawa dan",Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Jasa Lainnya, ",2020-02-01,13,22745362,1695450000,0,PUSAT PEMROGRAMAN DAN EVALUASI KETERPADUAN INFRASTRUKTUR PUPR,perumusan program prioritas pembangunan infrastruktur pupr mendukung kawasan prioritas wilayah sumatera jawa,3,3
2,Seleksi,Supervisi Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Jawa Timur 2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Timur-Surabaya (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22742536,3067500000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA TIMUR,supervisi rehabilitasi renovasi sarana prasarana sekolah jawa timur 2,11,0
2,Seleksi,Supervisi Rehabilitasi dan Renovasi Sarana Prasarana Madrasah di Provinsi Jawa Timur,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Timur-Surabaya (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22742538,537905000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA TIMUR,supervisi rehabilitasi renovasi sarana prasarana madrasah provinsi jawa timur,11,2
2,Tender,Pengukuran Evaluasi Kinerja Program Prioritas Nasional Keterpaduan Pengembangan Kawasan dengan Infrastrukturu PUPR d,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Jasa Lainnya, ",2020-02-01,13,22745365,1995450000,0,PUSAT PEMROGRAMAN DAN EVALUASI KETERPADUAN INFRASTRUKTUR PUPR,pengukuran evaluasi kinerja program prioritas nasional keterpaduan pengembangan kawasan infrastrukturu pupr d,2,3
2,Tender,Pengukuran Evaluasi Kinerja Program Prioritas Nasional Keterpaduan Pengembangan Kawasan dengan Infrastrukturu PUPR d,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Jasa Lainnya, ",2020-02-01,13,22745364,1695450000,0,PUSAT PEMROGRAMAN DAN EVALUASI KETERPADUAN INFRASTRUKTUR PUPR,pengukuran evaluasi kinerja program prioritas nasional keterpaduan pengembangan kawasan infrastrukturu pupr d,2,3
2,Tender,Penataan Kawasan Taman Wisata Laut Kota Pekalongan,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Tengah-Pekalongan (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742454,27977967000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA TENGAH,penataan kawasan taman wisata laut kota pekalongan,10,10
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Madrasah di Provinsi Jawa Timur,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Timur-Surabaya (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742539,33994357000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA TIMUR,rehabilitasi renovasi sarana prasarana madrasah provinsi jawa timur,11,2
2,Tender,"Perumusan Program Prioritas Pembangunan Infrastruktur PUPR Mendukung Kawasan Prioritas di Wilayah Kalimantan, Sulawe",Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Jasa Lainnya, ",2020-02-01,13,22745363,1995450000,0,PUSAT PEMROGRAMAN DAN EVALUASI KETERPADUAN INFRASTRUKTUR PUPR,perumusan program prioritas pembangunan infrastruktur pupr mendukung kawasan prioritas wilayah kalimantan sulawe,3,3
2,Tender,Rehabilitasi dan Renovasi Sarana dan Prasarana Madrasah,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Timur-Surabaya (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742565,33997569000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH II PROVINSI JAWA TIMUR,rehabilitasi renovasi sarana prasarana madrasah,11,0
2,Tender,Peningkatan Sistem Informasi Evaluasi Program Infrastruktur PUPR serta Finalisasi Sistem Informasi Pemrograman,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Jasa Lainnya, ",2020-02-01,13,22745366,1195450000,0,PUSAT PEMROGRAMAN DAN EVALUASI KETERPADUAN INFRASTRUKTUR PUPR,peningkatan sistem informasi evaluasi program infrastruktur pupr finalisasi sistem informasi pemrograman,3,1
2,Seleksi,Dukungan Kementerian PUPR pada Kawasan Strategis Pariwisata Nasional,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Pusat (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22740810,1000000000,0,BIRO PERENCANAAN ANGGARAN DAN KERJASAMA LUAR NEGERI,dukungan kementerian pupr kawasan strategis pariwisata nasional,13,1
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Madrasah 1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Barat-Bandung (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742396,8991000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA BARAT,rehabilitasi renovasi sarana prasarana madrasah 1,11,0
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Jawa Barat 1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Barat-Bandung (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742393,13630000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA BARAT,rehabilitasi renovasi sarana prasarana sekolah jawa barat 1,11,0
2,Seleksi,Supervisi Penataan Kota Kupang,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Kupang (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22742884,600000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI NUSA TENGGARA TIMUR,supervisi penataan kota kupang,6,10
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Jawa Barat 2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Barat-Bandung (Kota), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742394,13630000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA BARAT,rehabilitasi renovasi sarana prasarana sekolah jawa barat 2,11,0
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Kab. Sabu Raijua,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Sabu Raijua (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742927,18000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI NUSA TENGGARA TIMUR,rehabilitasi renovasi sarana prasarana sekolah kab sabu raijua,7,0
2,Tender,PENGADAAN JEMBATAN GANTUNG PEJALAN KAKI BENTANG 84 M DAN 96 M,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Barang, ",2020-02-01,13,22740909,57979900000,0,DIREKTORAT JEMBATAN,pengadaan jembatan gantung pejalan kaki bentang 84 m 96 m,18,4
2,Seleksi,PETUNJUK TEKNIS PELAKSANAAN PEKERJAAN PONDASI BORED PILE,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22740905,1516700000,0,DIREKTORAT JEMBATAN,petunjuk teknis pelaksanaan pekerjaan pondasi bored pile,16,1
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Kab.Manggarai Barat,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Manggarai Barat (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742976,4000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH II PROVINSI NUSA TENGGARA TIMUR,rehabilitasi renovasi sarana prasarana sekolah kab.manggarai barat,11,0
2,Tender,PENGADAAN JEMBATAN PANEL DARURAT,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Barang, ",2020-02-01,13,22740907,40114000000,0,DIREKTORAT JEMBATAN,pengadaan jembatan panel darurat,18,4
2,Seleksi,PENYELENGGARAAN SHMS TERPADU DAN BERKELANJUTAN,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Jasa Konsultansi, ",2020-02-01,15,22740906,850000000,0,DIREKTORAT JEMBATAN,penyelenggaraan shms terpadu berkelanjutan,17,10
2,Tender,PENGADAAN JEMBATAN GANTUNG PEJALAN KAKI BENTANG 120 M,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"DKI Jakarta-Jakarta Selatan (Kota), ","Barang, ",2020-02-01,13,22740910,62837500000,0,DIREKTORAT JEMBATAN,pengadaan jembatan gantung pejalan kaki bentang 120 m,4,4
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Kab. Manggarai,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Manggarai (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742973,8000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH II PROVINSI NUSA TENGGARA TIMUR,rehabilitasi renovasi sarana prasarana sekolah kab manggarai,11,0
2,Tender,Rehabilitasi dan Renovasi sarana prasarana Kab.Sikka,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Sikka (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742978,12000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH II PROVINSI NUSA TENGGARA TIMUR,rehabilitasi renovasi sarana prasarana kab.sikka,11,0
2,Tender,Rehabilitasi dan Renovasi sarana Prasarana Sekolah Kab.Flores Timur,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Flores Timur (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742977,4000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH II PROVINSI NUSA TENGGARA TIMUR,rehabilitasi renovasi sarana prasarana sekolah kab.flores timur,11,0
2,Tender,Rehabilitasi dan renovasi sarana prasarana sekolah Kab.Ngada,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Ngada (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742974,8000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH II PROVINSI NUSA TENGGARA TIMUR,rehabilitasi renovasi sarana prasarana sekolah kab.ngada,11,0
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Kab. Sumba Barat Daya,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Sumba Barat Daya (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742920,46000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI NUSA TENGGARA TIMUR,rehabilitasi renovasi sarana prasarana sekolah kab sumba barat daya,11,0
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Kab. Timor Tengah Selatan 2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Timor Tengah Selatan (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742928,22000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI NUSA TENGGARA TIMUR,rehabilitasi renovasi sarana prasarana sekolah kab timor tengah selatan 2,4,0
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Kab. Timor Tengah Selatan 1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Timor Tengah Selatan (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742929,36000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI NUSA TENGGARA TIMUR,rehabilitasi renovasi sarana prasarana sekolah kab timor tengah selatan 1,4,0
2,Tender,Rehabilitasi dan Renovasi Sarana Prasarana Sekolah Kab.Nagekeo,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Nusa Tenggara Timur-Nagekeo (Kab.), ","Pekerjaan Konstruksi, ",2020-02-01,13,22742981,44000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH II PROVINSI NUSA TENGGARA TIMUR,rehabilitasi renovasi sarana prasarana sekolah kab.nagekeo,11,0
2,Seleksi,"Supervisi Pembangunan JDU Tuk Uleng SPAM IKK Bumiayu, Tonjong, Sirampog, Bantarkawung Kabupaten Brebes",Kementerian Pekerjaan Umum dan Perumahan Rakyat,"Jawa Tengah-Brebes (Kab.), ","Jasa Konsultansi, ",2020-02-01,15,22742466,1000000000,0,PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI JAWA TENGAH,supervisi pembangunan jdu tuk uleng spam ikk bumiayu tonjong sirampog bantarkawung kabupaten brebes,1,0
